train/entropy_loss,train/learning_rate,train/approx_kl,train/policy_gradient_loss,time/fps,rollout/ep_len_mean,train/loss,time/time_elapsed,train/std,train/clip_range,rollout/ep_rew_mean,train/explained_variance,time/total_timesteps,time/iterations,train/n_updates,train/clip_fraction,train/value_loss
0.863899078965187,0.0003,0.009821017,-0.00758339963213075,906,288.0,2.898571252822876,1603,0.15650004148483276,0.2,118.55555201000001,0.9099927097558975,1454080,710,7090,0.1376953125,5.177274910360575
0.9429808750748634,0.0003,0.020969585,0.0011637326562777162,906,288.0,3.161526679992676,1625,0.1507566273212433,0.2,117.30684317000001,0.8915911838412285,1474560,720,7190,0.14541015625,6.105426883697509
0.9452761076390743,0.0003,0.010600246,-0.0024891001754440366,907,288.0,4.432474136352539,1648,0.1501641869544983,0.2,119.66040301999999,0.9034653455018997,1495040,730,7290,0.119287109375,6.505968511104584
0.9832697495818138,0.0003,0.011132969,-0.0017030139482812957,907,288.0,1.8044682741165161,1670,0.14837022125720978,0.2,117.84051439999999,0.9060822576284409,1515520,740,7390,0.13330078125,6.671736146509647
1.0350433506071568,0.0003,0.011502614,-0.002471379720373079,907,288.0,2.709423542022705,1693,0.14333990216255188,0.2,117.18952998,0.9066207259893417,1536000,750,7490,0.121484375,6.231735442578793
1.1222433753311634,0.0003,0.0105455015,0.0002719492476899177,907,288.0,3.170771360397339,1715,0.13824650645256042,0.2,116.06224782000001,0.8893583565950394,1556480,760,7590,0.1541015625,7.071209198236465
1.2034936189651488,0.0003,0.011171608,-0.005242624919628724,907,288.0,2.9283406734466553,1737,0.13208982348442078,0.2,115.46602332999998,0.8596459329128265,1576960,770,7690,0.1083984375,7.37567895501852
1.23267572671175,0.0003,0.017495438,0.0002273143967613578,907,288.0,2.29396390914917,1760,0.13132360577583313,0.2,118.31009183000002,0.9070099145174026,1597440,780,7790,0.138525390625,6.159031963348388
1.2524249121546744,0.0003,0.015504155,-0.0010869255696889014,907,288.0,1.306509256362915,1782,0.12938347458839417,0.2,117.59161022999999,0.9206058233976364,1617920,790,7890,0.148388671875,5.111064898967743
1.2854107528924943,0.0003,0.023535281,0.0003593761182855815,907,288.0,0.9893907308578491,1805,0.1281072199344635,0.2,116.03711526,0.8998040705919266,1638400,800,7990,0.162255859375,5.252524827420712
1.28879956305027,0.0003,0.011995809,0.001032696111360565,907,288.0,2.9838802814483643,1828,0.12731799483299255,0.2,114.40606982000001,0.922027125954628,1658880,810,8090,0.13798828125,6.294610837101937
1.3096112407743932,0.0003,0.010000208,-0.005803009780356661,907,288.0,3.6320202350616455,1850,0.12644696235656738,0.2,112.06846263,0.9541130475699902,1679360,820,8190,0.114208984375,6.605459809303284
1.2926834978163242,0.0003,0.009191673,0.001321095461025834,907,288.0,1.7011990547180176,1873,0.127516970038414,0.2,112.67498835,0.9069466814398766,1699840,830,8290,0.124560546875,4.6340507484972475
1.3320320650935173,0.0003,0.026390886,0.002746375749120489,907,288.0,2.377088785171509,1895,0.12533336877822876,0.2,116.39678169000003,0.9322309568524361,1720320,840,8390,0.157861328125,4.240126380324364
1.3486044332385063,0.0003,0.012855119,0.0013319208985194564,907,288.0,3.4002363681793213,1918,0.12444369494915009,0.2,114.34970302999999,0.8732111006975174,1740800,850,8490,0.129541015625,8.438318938016891
1.386789483577013,0.0003,0.017826242,-0.00032118318777065726,907,288.0,2.9920783042907715,1940,0.12190738320350647,0.2,118.43547385999999,0.8781640157103539,1761280,860,8590,0.145068359375,7.7291467294096945
1.4124629892408849,0.0003,0.009627348,-0.0013977171329315752,907,288.0,2.844963550567627,1962,0.12100304663181305,0.2,115.72141111000002,0.9193924367427826,1781760,870,8690,0.13359375,7.677359864115715
1.460341900587082,0.0003,0.019504067,-0.0013530411786632612,907,288.0,1.7739859819412231,1985,0.11755268275737762,0.2,115.55339091000002,0.9095734134316444,1802240,880,8790,0.16591796875,4.9900319024920465
1.4949890851974488,0.0003,0.011930797,-0.0007342762313783169,907,288.0,2.074946880340576,2008,0.11574877798557281,0.2,119.40269807,0.8734950870275497,1822720,890,8890,0.1390625,7.252523714303971
1.4889872074127197,0.0003,0.0112316515,0.0023023180838208646,907,288.0,2.3025476932525635,2030,0.11542676389217377,0.2,114.48582728999997,0.9194399639964104,1843200,900,8990,0.127294921875,6.734953162074089
1.4920954942703246,0.0003,0.016224122,0.0002662169543327764,907,288.0,2.2159907817840576,2053,0.11469535529613495,0.2,113.95662756,0.8710963726043701,1863680,910,9090,0.142431640625,4.918200691044331
1.4874159187078475,0.0003,0.012573406,-0.0007291964095202275,907,288.0,3.2979445457458496,2075,0.11586341261863708,0.2,115.21058457000001,0.8711599558591843,1884160,920,9190,0.124560546875,7.441903045773506
1.5398715391755105,0.0003,0.0072492864,-0.0013809899392072111,907,288.0,2.506925106048584,2097,0.11177022755146027,0.2,116.6900006,0.9349044635891914,1904640,930,9290,0.16015625,5.227790554612875
1.5251431882381439,0.0003,0.0141562745,0.003563830500934273,907,288.0,4.56389856338501,2120,0.11345553398132324,0.2,115.54410213999999,0.8737141489982605,1925120,940,9390,0.178076171875,6.603003172576427
1.5254616111516952,0.0003,0.011021485,-0.0017692143213935197,908,288.0,3.509582996368408,2142,0.11288496106863022,0.2,112.76959789000003,0.9113074764609337,1945600,950,9490,0.120068359375,6.154514026641846
1.6031799614429474,0.0003,0.011210648,0.0006778352850233205,908,288.0,3.4236035346984863,2164,0.1088467389345169,0.2,112.86668867999998,0.8607586026191711,1966080,960,9590,0.141259765625,9.84435615837574
1.6336610570549965,0.0003,0.018718705,-0.001074112846981734,908,288.0,3.6916708946228027,2186,0.10681499540805817,0.2,115.20625732,0.9032115340232849,1986560,970,9690,0.139306640625,6.044602221250534
